video_id,title,country_code,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
b0XdNzhYuxM,"Pusimos a prueba productos de youtubers //  Luisito comunica, Juanpa zurita y yuya",MX,2019-12-16T21:37:29.000Z,UC8pLDwR20LGX2B4k9sJ4ZIw,Pongamoslo a prueba,24,19.17.12,pongamoslo a prueba|youtubers|productos de youtubers|playeras|maquillaje yuya|shampoo yuya|a capella juanpa zurita|rey palomo,663001,43636,1757,4445,https://i.ytimg.com/vi/b0XdNzhYuxM/default.jpg,FALSE,FALSE,"En este vidoe pusimos a prueba las playeras de luisito comunica, de juanpa zurita y el shampoo de yuya para ver si los youtubers hacen buenos producto y ver cual es mejor SI te gustan mis videos por favor apoyame con tu like, es muy importante para mi.No olvides sucribirte y activar la campanita para no perderte ninguno de mis videos.Sígueme en instagram:https://www.instagram.com/pongamoslo_a_prueba/"
xEIX2njsIn4,"La ciudad donde se inventó la Biblia | BIBLOS, LÍBANO 🇱🇧",MX,2019-12-16T22:10:08.000Z,UCECJDeK0MNapZbpaOzxrUPA,Luisito Comunica,23,19.17.12,luisitocomunica|luisitocomunicaa|luisito comunica|luisito comunicaa|luisito|comunica|comunicaa,1306662,78396,2937,6881,https://i.ytimg.com/vi/xEIX2njsIn4/default.jpg,FALSE,FALSE,Ya saben a quién darle las gracias por los libros... A estos cricks.- Ve por tus hoodies Rey Palomo antes de Navidad https://elreypalomo.com/collections/todos-los-productos/products/hoodie-basica-marinoMúsica por : https://soundcloud.com/pablotez¡SUSCRÍBETE!- Twitter https://www.twitter.com/LuisitoComunica- Facebook http://www.facebook.com/LuisitoComunica- Instagram http://www.instagram.com/LuisitoComunica
txu09WXvtoU,ASÍ FESTEJE MI CUMPLEAÑOS XIME PONCH,MX,2019-12-16T20:00:11.000Z,UCRoCxgCQQ6my5v-6wSH-g-A,Xime Ponch,22,19.17.12,ximeponch|xime ponch|Ximena ponce|Ximena ponch|xime musical.ly|ximetiktok|cumpleaños xime ponch|cumpleaños|cuempleaños youtubers|fiesta sorpresa|fiesta de cumpleaños|fiesta youtubers|xime ponch cumpleaños|xime ponch fiesta|xime ponch edad|xv años|xime ponch xv años,508655,33869,788,1389,https://i.ytimg.com/vi/txu09WXvtoU/default.jpg,FALSE,FALSE,"Hola Ponchers!! Les quería compartir cómo festeje mi cumpleaños, porque fue muy importante para mi, no olviden suscribirse, darle like, comentar y activar la campanita. LOS AMOOOOO!!!!!!!#ximeponch SUSCRÍBETE: http://goo.gl/TQAMdwSígueme en INSTAGRAM: http://goo.gl/XmlQ0sFACEBOOK: http://goo.gl/iIdFThMUSICAL.LY: @ximeponchSNAPCHAT: @ximeponchofTWITTER: @ximeponchofEMAIL PARA NEGOCIOS: xime@ponchtalent.com (este mail no lo veo yo)"
G_Xl-N-pyLM,El CLÁSICO se complica en casa: MESSI | KLOPP se queja del Mundial de Clubes,MX,2019-12-17T14:39:34.000Z,UCv1xjGi8KibuoOK8StRFCWg,Cracks,17,19.17.12,Cracks|UCL|Manu Bravo|Fútbol|Futebol|Soccer|Goles|Golazos|Resumen|Noticias|Cracks MX|Lionel Messi|Cristiano Ronaldo|La Liga|Barcelona|Real Madrid|Skills|Goals|canal|cracks|craks|crak|noticiero futbol|noticias|futbol|fichajes|rumores|oficial|confirmados|marifer|el clásico|jurgen klopp|liverpool|mundial de clubes|zinedine zidane|mikel arteta|manchester city|adama traore|betis|van de beek|moise kean|mehdi benatia|juventus|moise keane|pity martinez gremio,406653,33016,373,607,https://i.ytimg.com/vi/G_Xl-N-pyLM/default.jpg,FALSE,FALSE,"LESLIE te presenta TITULARES, las NOTICIAS al inicio del día. Esto y más ¡AQUÍ! Suscríbete GRATIS a CRACKS: https://goo.gl/aK8cDH ►Lo mejor del FÚTBOL MEXICANO en CRACKS MX: https://goo.gl/iFXBQv►CRACKS COLOMBIA: https://bit.ly/2MGJOV0►CRACKS ARGENTINA: https://bit.ly/2YiBU5C► Suscríbete a nuestro canal de FIFA, EA CACHO: https://bit.ly/31txwTj¡Síguenos en las redes!  ►Twitter Cracks: https://twitter.com/cracks_oficial►Facebook: https://goo.gl/s1Oene►Instagram: https://www.instagram.com/cracks_ig/?hl=es► Instagram de Manu: https://www.instagram.com/manubravo9/?hl=es-la"
#NAME?,¡GANADOR! HUGO interpreta un VILLANCICO con su TAMBOR | Gran Final | Got Talent España 5 (2019),MX,2019-12-17T12:04:58.000Z,UCxthdekpMin2DTv4i-3AjDg,Got Talent España,24,19.17.12,Got Talent|Got Talent España|Spain’s Got Talent|Got Talent Audition|Got Talent Spain|Got Talent 2019|Telecinco|Dani Martínez|Paz Padilla|Santi Millán|Edurne|Edurnity|Risto Mejide|Telecinco Got Talent|Got Talent España YouTube|Got Talent España Jurado|Familiar content|Got Talent Grand Final|Gran Final|Hugo y su Tambor|Hugo Molina|Músico|Musicien|Musician|Tambor|Tambour|Drum|Youngest Winner of Got Talent|Plus Jeune Vainqueur|Ganador|Got Talent winner,290092,14590,829,133,https://i.ytimg.com/vi/-IS_WCRq5BY/default.jpg,FALSE,FALSE,"¡La quinta temporada de 'Got Talent España' llega a su fin! Tras meses buscando talento, un divertido jurado formado por Risto Mejide, la cantante Edurne y los humoristas Paz Padilla y Dani Martínez asistirán, junto a Santi Millán, a la coronación del ganador de esta etapa. Trepidantes números de baile, cantantes dispuestos a emocionar hasta las lágrimas, acróbatas capaces de arriesgar su vida por un aplauso y cómicos con divertidos chistes han luchado por conquistar al público con su talento y demostrarán ser dignos ganadores del programa.¿Listos para llorar, reír hasta las lágrimas, sufrir con nuestros finalistas y conocer a la persona con más talento del país? ¡Bienvenidos al canal oficial de ‘Got Talent España’!► Si estás en España podrás acceder a los mejores clips en http://www.telecinco.es/gottalent/ y al programa completo en http://www.mitele.es/programas-tv/got-talent/► ¡No te pierdas los últimos vídeos de ‘Got Talent España’!Suscríbete al canal de YouTube http://bit.ly/GOTTALENT_SPAIN• Facebook • https://www.facebook.com/GotTalentES/• Instagram • https://www.instagram.com/gottalenttv/• Twitter • https://twitter.com/gottalentes/"
eWcwmZ57j50,El diario de la Morena Ep. 6 | Trabajar en equipo,MX,2019-12-16T20:45:11.000Z,UCvFmBpXFbwruiWdnGobw9Ow,Mario Aguilar,23,19.17.12,mario aguilar|serie|morena|diario|sketch|divertido|escuela|tarea|organizar|whatsapp|equipo|amigos|amistad,363963,29248,658,1194,https://i.ytimg.com/vi/eWcwmZ57j50/default.jpg,FALSE,FALSE,"Chuladas no se pierdan estos prácticos y útiles consejos de como es trabajar en equipo al estilo de la Morena, así que no se lo pierdan y tomen nota, los quiero!#MarioAguilar #YoutubersMARIO AGUILARYoutube: https://www.youtube.com/user/MarioAguilarMGFacebook: https://www.facebook.com/MarioAguilarvideosInstagram: https://www.instagram.com/marioaguilarmgTwitter: https://twitter.com/MarioAguilarMGContratación de show en vivo: marioaguilarmg@hotmail.comContacto: Marioaguilarmg2@gmail.com"
9TJlRm_rgJU,Me escondo en un búnker para no ir al colegio... *me pillan*,MX,2019-12-16T21:15:01.000Z,UCl8bYBm0XAP23mReE11IBOA,YoSoyPlex,20,19.17.12,YoSoyPlex|Fortnite|Fortnite: Battle Royale|Plex|yosoyplex|plex|YOSOYPLEX|yo soy plex|Me|escondo|en|un|búnker|para|no|ir|al|colegio|me|pillan|Me escondo|Me escondo en|Me escondo en un|Me escondo en un búnker|para no ir al colegio... *me pillan*|Me escondo en un búnker para no ir al colegio... *me pillan*|para no ir al colegio|bunker|me pillan|Niño|Niño Rata|Viene a mi casa|Le doy una lección|Niño insulta|Hermana pequeña,562776,42438,2382,2802,https://i.ytimg.com/vi/9TJlRm_rgJU/default.jpg,FALSE,FALSE,★ ¡Hazte Miembro del Canal! https://www.youtube.com/yosoyplex/join➜ ¡Utiliza el Código PLEX en los Mejores Mandos! https://xcontrollers.es/● ¡Utiliza este Código en la Tienda de Fortnite! Nosoyplex► ¡Sígueme!• Suscríbete al Canal! https://www.youtube.com/yosoyplex• Twitter! https://twitter.com/YoSoyPlex• Instagram! https://instagram.com/yosoyplex/► ¡Contáctame!• Business! contratacionesplex@outlook.es• Discord! https://discord.gg/yosoyplex★ Gracias por la miniatura: https://twitter.com/AleoGFX---Vídeo creado y subido por YoSoyPlex.
Op0jKblwNJA,YO NO VEO SERIES,MX,2019-12-16T22:00:04.000Z,UCrcYWzHrg55foUj7nVB6b2w,Backdoor - Humor por donde no lo Esperas,23,19.17.12,backdoor|comedia|humor,569933,36821,678,873,https://i.ytimg.com/vi/Op0jKblwNJA/default.jpg,FALSE,FALSE,"El mayor miedo de la población durante la Edad Media era morir a causa de la peste bubónica. En pleno siglo XXI, y gracias a los avances de la tecnología, el mayor temor al que nos enfrentamos en las charlas cotidianas es el miedo al spoiler. Por eso es necesario estar al día con las series y películas, para no quedarnos fuera de la conversación.ACTORESDaniel TovarVerónica BravoFernando MemijeYuriria Del ValleEste es el canal de humor Backdoor. Subimos videos nuevos todas las semanas!¡SUSCRIBATE AHORA!Síguenos en Instagram: https://www.instagram.com/backdoor.humor#HumorBackdoor"
mjPbA-6NUE0,100 preguntas en 5 MINUTOS! Terminé con LONROT?,MX,2019-12-16T01:37:08.000Z,UCG7wIOGfgVkKku-UQwC_nFg,Dama G,22,19.17.12,100 preguntas en 5 minutos|Dama g|preguntas incómodas|respondiendo preguntas|Lonrot|Lonrot y Dama G|terminaron|Lonrot y dama G terminaron|respondiendo pregubtas incomodas|reto|5 minutos|challenge,1702255,228891,9193,9716,https://i.ytimg.com/vi/mjPbA-6NUE0/default.jpg,FALSE,FALSE,"Descarga  Kuinik! https://app.kuinik.com/damainst1Terminé con LONROT?Instagram: https://instagram.com/DamaG_G/Facebook: https://fb.com/damag.oficial/Twitter: https://www.twitter.com/SoyDamaGTwitch: https://twitch.tv/damagNo creo que hayas leído todo esto, ¡TENGO PERLAS EN EL PENE!"
71WdNRN1Niw,¿ESE ES MI SUÉTER? | fontesjo,MX,2019-12-16T23:28:20.000Z,UCGRzRy-c-RYFpJlNlGUDgjA,Fontes Show,23,19.17.12,[none],106767,6427,112,294,https://i.ytimg.com/vi/71WdNRN1Niw/default.jpg,FALSE,FALSE,Sígueme en mis redes sociales:Facebook: https://www.facebook.com/FonteSHOW/Instagram: https://www.instagram.com/fontesshow/TikTok: @fontesjo
